CustomerID,Age,Balance,Transactions,CreditScore,Tenure,Income,NumProducts,HasCreditCard,IsActiveMember,Churn,AgeGroup,HasBalance,BalancePerTransaction,TransactionsPerMonth,CreditScoreGroup,NewCustomer,LoyalCustomer,ProductDensity,IncomeGroup,CustomerValue,ValueSegment,Balance_x_Products,Balance_x_IsActive,ProductBalanceRisk,InactiveWithCCRisk,BalanceToIncome
2cdbab4e-04dc-4429-be4b-1b8dd9252554,56,79674.64,271,406,8,127758.53,3,1,0,0,51-60,1,294.00236162361625,33.875,Low,0,1,0.375,Medium,75.08710400000001,Premium,239023.91999999998,0.0,0,1,0.6236346019322545
30b7e36d-6f0f-4c35-9446-0d5346652f35,28,86631.0,100,430,22,30154.08,4,1,1,0,18-30,1,866.31,4.545454545454546,Low,0,1,0.18181818181818182,Very Low,38.080932000000004,Standard,346524.0,86631.0,0,0,2.8729445567564986
67a19cdf-8fde-41f8-bb14-6986dfdb5fd8,77,18422.11,460,613,22,21271.93,1,0,0,0,60+,1,40.048065217391304,20.90909090909091,Good,0,1,0.045454545454545456,Very Low,14.173405,Standard,18422.11,0.0,0,0,0.866029081517286
4289786e-ae9e-4f4a-ae48-12a300598f06,59,4761.9,188,489,15,131309.48,4,0,1,0,51-60,1,25.329255319148935,12.533333333333333,Medium,0,1,0.26666666666666666,High,54.00876200000001,Plus,19047.6,4761.9,1,0,0.03626470838206045
4d75f689-7491-4f8f-bc10-252b549a9c9d,20,86008.05,135,320,9,31709.29,4,0,1,0,18-30,1,637.0966666666667,15.0,Low,0,1,0.4444444444444444,Very Low,38.526631,Standard,344032.2,86008.05,0,0,2.7123928034970195
80307eba-cfdb-4f4f-b030-e776adc1ad32,75,30530.92,53,639,28,99227.45,3,1,0,1,60+,1,576.0550943396227,1.8928571428571428,Good,0,1,0.10714285714285714,Medium,48.866156000000004,Plus,91592.76,0.0,1,1,0.30768622996963035
cc427696-fb39-41fc-836a-84a5d30f423a,52,90941.11,420,687,2,96528.06,2,1,1,0,51-60,1,216.52645238095238,210.0,Good,0,0,1.0,Medium,66.019557,Plus,181882.22,90941.11,0,0,0.9421209749786746
1acc5e06-66a3-4e78-8626-9321a3bc5861,35,77535.77,162,501,4,127622.0,4,0,1,0,31-40,1,478.61586419753087,40.5,Medium,0,0,1.0,Medium,74.358131,Premium,310143.08,77535.77,0,0,0.6075423516321637
a311efc1-b941-4522-bd34-8919b5c522db,77,4618.21,296,637,15,169172.75,2,0,1,0,60+,1,15.60206081081081,19.733333333333334,Good,0,1,0.13333333333333333,Very High,69.14336300000001,Plus,9236.42,4618.21,1,0,0.0272987818664649
159f9b9b-640d-4381-9c63-dcfbc1e9ee59,62,14178.33,15,364,25,197639.65,4,0,1,0,60+,1,945.222,0.6,Low,0,1,0.16,Very High,83.313859,Premium,56713.32,14178.33,1,0,0.07173828733252664
a7aafe68-4ff0-47ad-ab74-b2c5578769c6,28,19964.36,392,718,1,129072.8,2,0,1,0,18-30,1,50.92948979591837,392.0,Good,1,0,2.0,Medium,57.736028000000005,Plus,39928.72,19964.36,1,0,0.15467519105497052
dd777d01-30df-4ebe-b236-10996941028e,24,85018.85,268,332,16,86747.29,2,1,0,0,18-30,1,317.23451492537316,16.75,Low,0,1,0.125,Low,60.284971000000006,Plus,170037.7,0.0,0,1,0.9800749971555309
34150c0d-be1e-4241-bc44-3c52b2562748,57,27544.71,35,761,3,156941.31,2,0,0,0,51-60,1,786.9917142857142,11.666666666666666,Excellent,0,0,0.6666666666666666,High,71.050437,Plus,55089.42,0.0,1,0,0.17550962203641604
0d135710-a71a-4273-b303-e2bd8af0e531,44,52321.01,15,760,19,25657.25,3,0,1,0,41-50,1,3488.0673333333334,0.7894736842105263,Excellent,0,1,0.15789473684210525,Very Low,25.963703000000002,Standard,156963.03,52321.01,0,0,2.039229067807345
560e8106-5b20-410d-b5f8-512e596aa64a,21,90765.89,407,530,13,117171.4,1,1,0,0,18-30,1,223.01201474201474,31.307692307692307,Medium,0,1,0.07692307692307693,Medium,74.220427,Premium,90765.89,0.0,0,1,0.7746420201516753
1b2374c4-2c37-46c6-a981-0dc5e045c204,76,69509.01,284,327,12,53582.61,2,1,0,0,60+,1,244.7500352112676,23.666666666666668,Low,0,1,0.16666666666666666,Low,42.370947,Standard,139018.02,0.0,0,1,1.2972307619953563
12dbf1f2-14ed-4ae6-85a3-79d6c5dbee00,72,89619.52,231,489,1,68983.8,3,1,0,1,60+,1,387.96329004329004,231.0,Medium,1,0,3.0,Low,54.54867600000001,Plus,268858.56,0.0,0,1,1.2991386383469743
